Code,Genus,Species,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA
474,Tachigali,melinonii,0.531864898,2.2510998465,3.4602388045,6.2432035485
475,Tachigali,melinonii,0.5586043860000001,2.0029294330000003,5.7677907054999995,8.329324524499999
476,Tachigali,melinonii,0.663802241,2.0216851934999998,9.3418613595,12.027348795
477,Poraqueiba,guianensis,0.182968707,0.9243157909999999,4.558852808999999,5.666137307
478,Vouacapoua,americana,0.504725335,2.413903141,6.0056860965,8.924314572499998
479,Iryanthera,sagotiana,0.3108645895,1.6718619335,5.1673767994999995,7.150103322
480,Poraqueiba,guianensis,0.1914919775,0.9536699835,5.784691132500001,6.9298530925
481,Hymenopus,heteromorphus,0.438825706,1.9046901264999998,5.5749637795,7.9184796120000005
482,Poraqueiba,guianensis,0.17667588950000002,0.971692622,1.9510474565,3.0994159679999997
483,Iryanthera,sagotiana,0.293716142,1.6716227080000001,6.9416333770000005,8.906972227
484,Hymenopus,heteromorphus,0.4253455,1.76266853,6.3281059115,8.5161199415
485,Licania,membranacea,0.27243518050000004,1.204587379,2.9901951975,4.4672177565
486,Virola,michelii,0.3935512645,2.0268119104999998,4.280440683,6.7008038585000005
487,Vouacapoua,americana,0.310961716,1.5072022015,7.6778656265,9.496029543999999
488,Poraqueiba,guianensis,0.230099519,1.0455563775,3.1185263140000004,4.39418221
489,Iryanthera,sagotiana,0.28657056999999997,1.7655730790000002,3.941757494,5.993901143
491,Poraqueiba,guianensis,0.316710459,1.2751311529999998,5.766222908,7.3580645195
492,Poraqueiba,guianensis,0.1893409125,0.9320015265,2.1435216495000002,3.2648640885
493,Virola,michelii,0.319044976,2.0534279499999997,4.918783753,7.291256679
494,Bocoa,prouacensis,0.25371592600000004,1.308056633,2.957855346,4.519627905
495,Hymenopus,heteromorphus,0.288276596,1.088238075,3.8219578005,5.1984724715
496,Poraqueiba,guianensis,0.208666519,0.9405134185,3.9642087420000003,5.1133886795
497,Tachigali,melinonii,0.5261881275,1.9909510264999999,5.195810493,7.7129496465
498,Vouacapoua,americana,0.4214729385,2.3158518685000002,3.856718444,6.5940432515000005
499,Tachigali,melinonii,0.5316479035,2.2109532165,2.8622060979999997,5.6048072179999995
500,Hymenopus,heteromorphus,0.3309212485,1.4577660305000002,4.6873671649999995,6.476054444
501,Vouacapoua,americana,0.46007724299999997,2.3726090314999997,5.406304991500001,8.2389912665
502,Jacaranda,copaia,0.351535696,1.2899722175,3.170028049,4.811535963
503,Tachigali,melinonii,0.6130022205,2.4358132594999997,6.517996446,9.566811926
504,Jacaranda,copaia,0.257749188,1.1034516245,2.8002290315,4.1614298435
505,Virola,michelii,0.38179562450000004,2.640340127,6.2570498935,9.2791856445
506,Jacaranda,copaia,0.434289651,1.9391273715000001,5.007385996,7.3808030185
