Code,LSWC
474,1.4396782841823055
475,1.2867557715674363
476,1.2276879831342233
477,1.575455018200728
478,0.9270538243626064
479,2.0695290858725763
480,1.4953379953379953
481,1.179816121445371
482,2.1728528269313765
483,1.6768261964735514
484,1.2132701421800947
485,1.1720478663355156
486,1.2060563047078305
487,1.4841040462427746
488,1.4262553270335374
489,1.7738072965388214
490,1.2645273740234677
491,1.5082764056752496
492,1.4825693110074114
493,1.634539904055822
494,1.3815318539727988
495,1.1171290597481298
496,1.4115888710048285
497,1.2556742323097463
498,0.9112903225806451
499,1.1639639639639638
500,1.0806218365871294
501,0.9912049252418645
502,1.8011794439764113
503,1.4730290456431532
504,1.5781594011448703
505,1.4236592613555965
506,2.5832072617246595
507,1.6304689252860671
508,2.409278350515464
509,1.5977768629065459
510,2.046802900461437
512,0.977997799779978
513,1.112668743509865
514,1.5918456817185445
515,1.2718152866242038
516,1.1147790756729306
517,2.317934782608696
518,2.1416886543535623
519,1.0476190476190477
520,1.5205378522748203
521,1.2963933415536373
522,1.543467208947636
523,1.1436997319034852
524,2.498726925525143
525,1.2254497441822083
526,1.677054739221702
527,1.4815967771470424
528,1.2482197355035607
529,1.2637913741223672
530,1.348130513933623
531,1.761514655015474
534,2.2600120748641572
535,1.7385159010600708
536,1.9083146067415728
537,1.6006893156080746
538,1.2319932109897105
539,1.26273203236554
540,1.4483354950281022
541,1.5458055925432754
542,1.4508554572271386
543,1.393003273322422
544,1.6431623931623929
545,2.066402484738139
546,1.523394675019577
547,1.6868928809048571
548,1.6510906876314917
549,1.7370753323485966
550,1.0474108944182918
551,2.0505940973553085
553,1.4020458371099314
554,1.3002245410117554
555,1.5470177970177972
556,2.066510172143975
557,1.3671113634213266
558,1.6396370853416502
559,1.6075201988812928
560,2.082685840194828
561,1.4086307938199252
562,1.7453296279141572
563,2.113952195664258
564,1.3726151971124545
565,1.8614700798419621
566,2.0704871060171923
567,1.618872156360141
570,1.6562100501524242
571,1.3991745283018868
572,1.2621722846441947
573,2.165836298932384
574,1.45253164556962
575,1.18128390596745
576,0.9195491643995338
577,2.0990566037735854
578,1.4924609212892517
579,1.452774248199915
580,1.6250828363154406
581,1.5227238861570556
582,1.671191200561666
583,2.1136848521792135
584,2.657003444316877
585,1.3056334988128642
586,1.6491855383392926
587,1.354158754272693
588,2.0745447647951445
589,2.409110442629996
590,2.480952380952381
591,1.559266356419381
592,1.4575743422076912
593,1.6378830083565463
594,2.1255546854607155
595,1.4140706126687435
596,1.3781119053487798
597,1.2289598618903754
598,1.6052030363328176
599,1.3908640864086408
600,2.093714022565047
601,1.3466427012453461
602,1.5707689858302818
603,1.6486868686868685
604,1.5573813249869586
605,2.4705090223538915
606,1.3354060674580746
607,1.872016706443914
608,1.6155442369364272
609,1.469473684210526
610,2.167855020796197
611,1.9237491432488005
612,2.0773372491434166
613,1.8457374830852502
614,1.7274102079395086
615,1.6447368421052628
616,1.4673244341265235
617,1.5747588424437295
618,2.204933586337761
619,1.7146017699115048
620,2.611486486486486
621,1.4851421188630491
622,2.069473684210527
623,2.7283236994219657
624,2.127870887647424
625,2.163763066202091
626,1.4752358490566042
627,1.6030165385511297
628,1.6752113256820835
629,1.0127906976744185
630,1.1721461187214615
631,1.1061836352279826
632,1.280541807762438
633,1.5676195711929632
634,1.0900343642611683
635,1.2111528822055138
636,1.2022116903633493
637,1.2950281425891184
638,1.4203345070422537
639,1.4065594059405944
640,1.2170385395537526
641,1.053246753246753
642,1.0678148546824542
643,2.0924657534246576
644,2.7469262295081966
645,1.4087439278278973
646,1.452806301870868
647,1.7091592617908404
648,1.6138793259648492
649,1.5296385542168676
650,1.494318959616701
651,3.0901717557251906
652,1.3660744217230973
653,1.3090324099505612
654,1.0615276804484934
655,1.228042392496041
656,1.374737394957983
