Code,TotalArea,ManualArea,Resolution_ppp,Resolution_dpi,LA_cm2,...6,PixelArea,LA
245,4336732,NA,1328,1600,10.92924225,10.929242254375,4336732,10.929242254375
246,23154367,NA,1328,1600,58.35262271,58.35262270984376,23154367,58.35262270984376
247,15328633,NA,1328,1600,38.63055026,38.63055025890625,15328633,38.63055025890625
248,18128547,NA,1328,1600,45.68677103,45.68677102546875,18128547,45.68677102546875
249,NA,62034600,1200,1200,277.9322398333333,277.9322398333333,62034600,277.9322398333333
250,36427187,NA,1328,1600,91.80220299,91.80220298796874,36427187,91.80220298796874
251,17032966,NA,1328,1600,42.92573572,42.925735720937496,17032966,42.925735720937496
252,11040050,NA,1328,1600,27.82265101,27.822651007812503,11040050,27.822651007812503
253,32590716,NA,1328,1600,82.13369662,82.133696619375,32590716,82.133696619375
254,34050914,NA,1328,1600,85.81362374,85.81362373531249,34050914,85.81362373531249
255,16833544,NA,1328,1600,42.42316112,42.42316112125,16833544,42.42316112125
256,29113081,NA,1328,1600,73.36951304,73.36951303890625,29113081,73.36951303890625
257,19281750,NA,1328,1600,48.59302277,48.5930227734375,19281750,48.5930227734375
258,39540000,NA,1328,1600,99.64697813,99.646978125,39540000,99.646978125
259,32697288,NA,1328,1600,82.40227471,82.40227471125,32697288,82.40227471125
260,21021275,NA,1328,1600,52.97689757,52.976897574218754,21021275,52.976897574218754
261,13276284,NA,1325,1600,33.4583101,33.458310099375,13276284,33.458310099375
262,35802346,NA,1328,1600,90.22750604,90.22750603656249,35802346,90.22750603656249
263,28297727,NA,1328,1600,71.31469356,71.31469355984375,28297727,71.31469355984375
264,33820156,NA,1325,1600,85.23207752,85.23207751937501,33820156,85.23207751937501
265,12205793,NA,1328,1600,30.76050552,30.760505515156254,12205793,30.760505515156254
266,19276200,NA,1325,1600,48.57903591,48.57903590625,19276200,48.57903590625
267,14979055,NA,1328,1600,37.74955908,37.749559077343754,14979055,37.749559077343754
268,7848135,NA,1328,1600,19.77852647,19.77852647109375,7848135,19.77852647109375
269,13608749,NA,1328,1600,34.29617385,34.29617384703125,13608749,34.29617384703125
270,22626286,NA,1328,1600,57.02177608,57.0217760771875,22626286,57.0217760771875
271,27134515,NA,1328,1600,68.38321757,68.38321756796876,27134515,68.38321756796876
272,18445236,NA,1328,1600,46.48487679,46.484876788125,18445236,46.484876788125
273,24433472,NA,1328,1600,61.57616717,61.576167170000005,24433472,61.576167170000005
274,38561669,NA,1328,1600,97.18143114,97.18143114078126,38561669,97.18143114078126
275,25488420,NA,1328,1600,64.23480097,64.234800965625,25488420,64.234800965625
276,NA,39071796,1200,1200,175.05249935666666,175.05249935666666,39071796,175.05249935666666
277,21185972,NA,1328,1600,53.39195975,53.391959748125004,21185972,53.391959748125004
278,19041862,NA,1328,1600,47.98846753,47.988467530937506,19041862,47.988467530937506
279,5139830,NA,1328,1600,12.9531747,12.953174698437499,5139830,12.953174698437499
280,49502206,NA,1328,1600,124.7532938,124.75329383968749,49502206,124.75329383968749
281,14913500,NA,1328,1600,37.58435023,37.584350234374995,14913500,37.584350234374995
282,14100594,NA,1328,1600,35.5357001,35.5357000978125,14100594,35.5357000978125
283,57090420,NA,1328,1600,143.8767788,143.87677877812501,57090420,143.87677877812501
284,45771338,NA,1328,1600,115.3509235,115.35092353156249,45771338,115.35092353156249
285,26908926,NA,1328,1600,67.81469804,67.8146980396875,26908926,67.8146980396875
286,43299173,NA,1328,1600,109.1206815,109.12068145578125,43299173,109.12068145578125
287,56768440,NA,1328,1600,143.0653389,143.06533886875,56768440,143.06533886875
288,34209754,NA,1328,1600,86.21392535,86.2139253540625,34209754,86.2139253540625
289,18536716,NA,1328,1600,46.71542068,46.715420681874996,18536716,46.715420681874996
290,41572897,NA,1328,1600,104.7701962,104.77019620515625,41572897,104.77019620515625
291,49099304,NA,1328,1600,123.7379178,123.73791784625,49099304,123.73791784625
292,23328340,NA,1328,1600,58.79106185,58.791061853124994,23328340,58.791061853124994
293,24483913,NA,1328,1600,61.70328637,61.70328637140624,24483913,61.70328637140624
294,23899072,NA,1328,1600,60.22939567,60.22939567,23899072,60.22939567
295,NA,45849254,1200,1200,205.4173938238889,205.4173938238889,45849254,205.4173938238889
296,50760272,NA,1328,1600,127.9238167,127.92381673250001,50760272,127.92381673250001
297,8580319,NA,1328,1600,21.62374455,21.62374455484375,8580319,21.62374455484375
298,16164810,NA,1328,1600,40.73784695,40.7378469515625,16164810,40.7378469515625
299,6935444,NA,1328,1600,17.47840254,17.478402543125,6935444,17.478402543125
300,29980788,NA,1328,1600,75.55627026,75.556270258125,29980788,75.556270258125
301,37066386,NA,1328,1600,93.41308434,93.41308434281251,37066386,93.41308434281251
302,33420802,NA,1328,1600,84.22564304,84.22564304031249,33420802,84.22564304031249
303,9598233,NA,1328,1600,24.18904688,24.18904688390625,9598233,24.18904688390625
304,35960128,NA,1328,1600,90.62514133,90.62514133,35960128,90.62514133
305,24396265,NA,1328,1600,61.48239972,61.48239971640625,24396265,61.48239971640625
306,20173322,NA,1328,1600,50.83992352,50.839923521562504,20173322,50.839923521562504
307,7762483,NA,1328,1600,19.56267005,19.562670047968748,7762483,19.562670047968748
308,20475087,NA,1328,1600,51.60041847,51.600418472343755,20475087,51.600418472343755
309,33989448,NA,1328,1600,85.65871981,85.65871981125001,33989448,85.65871981125001
310,35846852,NA,1328,1600,90.33966811,90.339668110625,35846852,90.339668110625
311,29861776,NA,1328,1600,75.25634142,75.2563414225,29861776,75.2563414225
312,44058193,NA,1328,1600,111.0335305,111.03353045265625,44058193,111.03353045265625
313,48147844,NA,1328,1600,121.34009,121.340089980625,48147844,121.340089980625
314,46581501,NA,1328,1600,117.3926609,117.39266087953125,46581501,117.39266087953125
315,46555368,NA,1328,1600,117.3268016,117.32680163625,46555368,117.32680163625
316,25428345,NA,1328,1600,64.08340258,64.08340257890625,25428345,64.08340257890625
317,NA,54935787,1200,1200,246.12758570083335,246.12758570083335,54935787,246.12758570083335
318,18194593,NA,1328,1600,45.85321727,45.853217265156246,18194593,45.853217265156246
319,23270798,NA,1328,1600,58.64604702,58.6460470221875,23270798,58.6460470221875
320,10812061,NA,1328,1600,27.2480831,27.248083104531254,10812061,27.248083104531254
321,5984504,NA,1328,1600,15.08188516,15.081885158749998,5984504,15.081885158749998
322,5651051,NA,1328,1600,14.2415315,14.24153149671875,5651051,14.24153149671875
323,3854662,NA,1328,1600,9.714350531,9.7143505309375,3854662,9.7143505309375
324,36464048,NA,1328,1600,91.89509847,91.89509846749999,36464048,91.89509846749999
325,12337807,NA,1328,1600,31.09320142,31.09320142234375,12337807,31.09320142234375
326,15873684,NA,1328,1600,40.00416394,40.004163943125,15873684,40.004163943125
327,22691068,NA,1328,1600,57.18503684,57.185036839375,22691068,57.185036839375
328,25812153,NA,1328,1600,65.05065871,65.05065870890624,25812153,65.05065870890624
329,25928736,NA,1328,1600,65.34446609,65.344466085,25928736,65.344466085
330,24462836,NA,1328,1600,61.65016904,61.65016903812501,24462836,61.65016903812501
331,25062649,NA,1328,1600,63.16179152,63.161791518906256,25062649,63.161791518906256
332,25585540,NA,1328,1600,64.47955854,64.479558540625,25585540,64.479558540625
333,26270879,NA,1328,1600,66.2067199,66.20671990484375,26270879,66.20671990484375
334,12420099,NA,1328,1600,31.30059012,31.30059012046875,12420099,31.30059012046875
335,8964393,NA,1328,1600,22.59167105,22.59167104640625,8964393,22.59167104640625
336,25653200,NA,1328,1600,64.65007231,64.6500723125,25653200,64.6500723125
337,17179806,NA,1328,1600,43.29579546,43.2957954646875,17179806,43.2957954646875
338,11961747,NA,1328,1600,30.14547146,30.14547146296875,11961747,30.14547146296875
339,10708052,NA,1328,1600,26.98596417,26.985964173125,10708052,26.985964173125
340,9427541,NA,1328,1600,23.75887637,23.75887637328125,9427541,23.75887637328125
341,10782594,NA,1328,1600,27.17382166,27.1738216603125,10782594,27.1738216603125
342,16299875,NA,1328,1600,41.07823186,41.07823185546875,16299875,41.07823185546875
343,42054251,NA,1328,1600,105.9832835,105.98328349671876,42054251,105.98328349671876
344,20806844,NA,1328,1600,52.43649795,52.436497949375,20806844,52.436497949375
345,11521564,NA,1328,1600,29.03614152,29.036141524375,11521564,29.036141524375
346,13758774,NA,1328,1600,34.67426029,34.6742602884375,13758774,34.6742602884375
347,9572032,NA,1328,1600,24.12301627,24.12301627,9572032,24.12301627
348,9864312,NA,1328,1600,24.85960754,24.85960753875,9864312,24.85960753875
349,23851604,NA,1328,1600,60.10976889,60.10976889312501,23851604,60.10976889312501
350,22663140,NA,1328,1600,57.11465392,57.114653915625,22663140,57.114653915625
350bis,22536004,NA,1328,1600,56.79425133,56.794251330624995,22536004,56.794251330624995
351,21923524,NA,1328,1600,55.25070603,55.250706030625004,21923524,55.250706030625004
352,37605582,NA,1328,1600,94.77194251,94.7719425121875,37605582,94.7719425121875
353,21621564,NA,1328,1600,54.48971965,54.489719649375,21621564,54.489719649375
354,25558427,NA,1328,1600,64.41122954,64.41122954421876,25558427,64.41122954421876
355,54427432,NA,1328,1600,137.1656329,137.16563292625,54427432,137.16563292625
356,18500956,NA,1328,1600,46.62529989,46.625299894375004,18500956,46.625299894375004
357,25690260,NA,1328,1600,64.7434693,64.743469303125,25690260,64.743469303125
358,18304315,NA,1328,1600,46.12973385,46.129733849218745,18304315,46.129733849218745
359,46088600,NA,1328,1600,116.1504733,116.15047334375,46088600,116.15047334375
360,20921138,NA,1328,1600,52.72453669,52.7245366878125,20921138,52.7245366878125
361,7932794,NA,1328,1600,19.99188038,19.9918803790625,7932794,19.9918803790625
362,14940664,NA,1328,1600,37.65280776,37.65280775875,14940664,37.65280775875
363,19900836,NA,1328,1600,50.15321623,50.153216225625,19900836,50.153216225625
364,10251182,NA,1328,1600,25.83458039,25.834580387187497,10251182,25.834580387187497
365,22185336,NA,1328,1600,55.91051318,55.91051317875001,22185336,55.91051317875001
366,14634543,NA,1328,1600,36.88133501,36.88133500734375,14634543,36.88133500734375
367,12247441,NA,1328,1600,30.86546498,30.865464982656245,12247441,30.865464982656245
368bis,23243012,NA,1328,1600,58.57602196,58.576021960625,23243012,58.576021960625
368,33564913,NA,1328,1600,84.58882528,84.58882527765626,33564913,84.58882527765626
369,24029240,NA,1328,1600,60.55743937,60.557439368749996,24029240,60.557439368749996
370,17843295,NA,1328,1600,44.96789141,44.96789141484375,17843295,44.96789141484375
371,9113732,NA,1328,1600,22.96802866,22.968028660625,9113732,22.968028660625
372,20330814,NA,1328,1600,51.23682797,51.2368279696875,20330814,51.2368279696875
373,34987861,NA,1328,1600,88.17487657,88.17487657328124,34987861,88.17487657328124
374,NA,48528520,1200,1200,217.42124974444445,217.42124974444445,48528520,217.42124974444445
375,13700513,NA,1328,1600,34.52743347,34.52743346515625,13700513,34.52743346515625
376,24653588,NA,1328,1600,62.13089388,62.130893883125,24653588,62.130893883125
377,49880348,NA,1328,1600,125.7062708,125.706270764375,49880348,125.706270764375
378,16054959,NA,1328,1600,40.46100527,40.46100526734375,16054959,40.46100526734375
379,35022838,NA,1328,1600,88.26302408,88.26302407843751,35022838,88.26302407843751
380,33635334,NA,1328,1600,84.7662972,84.7662972009375,33635334,84.7662972009375
381,16362228,NA,1328,1600,41.23537116,41.235371158125,16362228,41.235371158125
382,18546754,NA,1328,1600,46.74071801,46.7407180103125,18546754,46.7407180103125
383,NA,45757209,1200,1200,205.00500665583334,205.00500665583334,45757209,205.00500665583334
384,7922075,NA,1328,1600,19.96486682,19.96486682421875,7922075,19.96486682421875
385,19850975,NA,1328,1600,50.02755871,50.02755871484375,19850975,50.02755871484375
386,5261627,NA,1328,1600,13.26012217,13.26012216921875,5261627,13.26012216921875
387,20685642,NA,1328,1600,52.13104997,52.1310499715625,20685642,52.1310499715625
388,39643808,NA,1328,1600,99.90859051,99.90859050499999,39643808,99.90859050499999
389,14398736,NA,1328,1600,36.28706452,36.287064522499996,14398736,36.287064522499996
390,67824280,NA,1328,1600,170.9277831,170.92778314375,67824280,170.92778314375
391,8785382,NA,1328,1600,22.14053536,22.140535355937498,8785382,22.140535355937498
392,20485892,NA,1328,1600,51.62764876,51.627648760625,20485892,51.627648760625
393,27946177,NA,1328,1600,70.42873263,70.42873263015625,27946177,70.42873263015625
394,27011624,NA,1328,1600,68.07351305,68.07351304625,27011624,68.07351304625
395,40517991,NA,1328,1600,102.1116683,102.11166825609375,40517991,102.11166825609375
396,4637353,NA,1328,1600,11.68685415,11.68685414640625,4637353,11.68685414640625
397,21949220,NA,1328,1600,55.31546397,55.315463965625,21949220,55.315463965625
398,14966518,NA,1328,1600,37.71796388,37.7179638784375,14966518,37.7179638784375
399,18579999,NA,1328,1600,46.8245006,46.82450060484375,18579999,46.82450060484375
400,10827314,NA,1328,1600,27.28652305,27.286523047812498,10827314,27.286523047812498
401,NA,48010834,1200,1200,215.1018726627778,215.1018726627778,48010834,215.1018726627778
402,41605741,NA,1328,1600,104.8529682,104.85296821703125,41605741,104.85296821703125
403,28875732,NA,1328,1600,72.77135647,72.771356473125,28875732,72.771356473125
404,12424377,NA,1328,1600,31.31137135,31.31137134890625,12424377,31.31137134890625
405,7178355,NA,1328,1600,18.09057622,18.09057621796875,7178355,18.09057621796875
406,27009860,NA,1328,1600,68.06906749,68.069067490625,27009860,68.069067490625
407,31604396,NA,1328,1600,79.64801611,79.648016106875,31604396,79.648016106875
408,7279758,NA,1328,1600,18.34612762,18.346127622187502,7279758,18.346127622187502
409,11463627,NA,1328,1600,28.89013123,28.890131231718748,11463627,28.890131231718748
410,NA,36030303,1200,1200,161.4257658575,161.4257658575,36030303,161.4257658575
411,9190966,NA,1328,1600,23.16267041,23.1626704084375,9190966,23.1626704084375
412,19099640,NA,1328,1600,48.13407712,48.13407711875,19099640,48.13407711875
413,5877257,NA,1328,1600,14.81160596,14.811605961406249,5877257,14.811605961406249
414,31166520,NA,1328,1600,78.54450017,78.54450016875,31166520,78.54450016875
415,22269197,NA,1328,1600,56.121856,56.12185600203125,22269197,56.12185600203125
416,31557334,NA,1328,1600,79.52941251,79.5294125134375,31557334,79.5294125134375
417,28196586,NA,1328,1600,71.05980244,71.0598024365625,28196586,71.0598024365625
418,26976336,NA,1328,1600,67.98458177,67.98458177250001,26976336,67.98458177250001
419,12108823,NA,1328,1600,30.51612596,30.51612596359375,12108823,30.51612596359375
420,22017840,NA,1328,1600,55.48839709,55.488397087500005,22017840,55.488397087500005
421,8935010,NA,1328,1600,22.5176213,22.517621295312498,8935010,22.517621295312498
422,13576120,NA,1328,1600,34.21394367,34.213943668750005,13576120,34.213943668750005
423,49614752,NA,1328,1600,125.0369273,125.036927345,49614752,125.036927345
424,29961764,NA,1328,1600,75.50832681,75.50832680562499,29961764,75.50832680562499
425,16536397,NA,1328,1600,41.67430425,41.67430425203125,16536397,41.67430425203125
426,8883279,NA,1328,1600,22.38725109,22.38725109234375,8883279,22.38725109234375
427,14464449,NA,1328,1600,36.45267155,36.452671550156246,14464449,36.452671550156246
428,22114572,NA,1328,1600,55.73217684,55.732176841874995,22114572,55.732176841874995
429,12432429,NA,1328,1600,31.33166365,31.33166364703125,12432429,31.33166364703125
430,14457817,NA,1328,1600,36.43595787,36.43595787390625,14457817,36.43595787390625
431,29960360,NA,1328,1600,75.50478851,75.50478850625,29960360,75.50478850625
432,42669747,NA,1328,1600,107.5344296,107.53442958796875,42669747,107.53442958796875
433,13357890,NA,1328,1600,33.66396997,33.6639699703125,13357890,33.6639699703125
434,7240374,NA,1328,1600,18.24687379,18.2468737884375,7240374,18.2468737884375
435,10723792,NA,1328,1600,27.02563143,27.025631432500003,10723792,27.025631432500003
436,11071101,NA,1328,1600,27.90090438,27.90090437953125,11071101,27.90090437953125
437,17940372,NA,1328,1600,45.21254062,45.212540623125,17940372,45.212540623125
438,10802523,NA,1328,1600,27.22404585,27.22404585421875,10802523,27.22404585421875
439,7909424,NA,1328,1600,19.93298433,19.9329843275,7909424,19.9329843275
440,45058727,NA,1328,1600,113.5550325,113.55503246609375,45058727,113.55503246609375
441,27756388,NA,1328,1600,69.9504347,69.950434695625,27756388,69.950434695625
442,16373298,NA,1328,1600,41.26326929,41.2632692878125,16373298,41.2632692878125
443,30075968,NA,1328,1600,75.79613873,75.79613873,30075968,75.79613873
444,55107291,NA,1328,1600,138.8789838,138.87898383421873,55107291,138.87898383421873
445,18906468,NA,1328,1600,47.6472535,47.647253495625,18906468,47.647253495625
446,35987004,NA,1328,1600,90.69287305,90.69287304937501,35987004,90.69287304937501
447,5891798,NA,1328,1600,14.84825155,14.8482515534375,5891798,14.8482515534375
448,29018824,NA,1328,1600,73.13197067,73.13197067125,29018824,73.13197067125
449,6960014,NA,1328,1600,17.54032278,17.5403227821875,6960014,17.5403227821875
450,6009879,NA,1328,1600,15.14583412,15.14583412359375,6009879,15.14583412359375
451,34702859,NA,1328,1600,87.456627,87.45662700171874,34702859,87.45662700171874
452,31920704,NA,1328,1600,80.44516169,80.44516169,31920704,80.44516169
453,31417175,NA,1328,1600,79.17618993,79.17618993359376,31417175,79.17618993359376
454,65846656,NA,1328,1600,165.9438617,165.94386166,65846656,165.94386166
455,28486100,NA,1328,1600,71.78942295,71.789422953125,28486100,71.789422953125
456,38241416,NA,1328,1600,96.37434354,96.37434354125,38241416,96.37434354125
457,37969704,NA,1328,1600,95.68958685,95.68958684625001,37969704,95.68958684625001
458,40054447,NA,1328,1600,100.9434649,100.94346494734376,40054447,100.94346494734376
459,57769208,NA,1328,1600,145.5874306,145.58743059875,57769208,145.58743059875
460,51146248,NA,1328,1600,128.8965366,128.89653656125,51146248,128.89653656125
461,49182836,NA,1328,1600,123.9484315,123.94843153812499,49182836,123.94843153812499
462,62085856,NA,1328,1600,156.466058,156.466058035,62085856,156.466058035
463,33019144,NA,1328,1600,83.21340212,83.21340212125,33019144,83.21340212125
464,10660598,NA,1328,1600,26.86637268,26.8663726784375,10660598,26.8663726784375
465,10525425,NA,1328,1600,26.5257156,26.52571559765625,10525425,26.52571559765625
466,17798353,NA,1328,1600,44.85463055,44.854630552656246,17798353,44.854630552656246
467,32297381,NA,1328,1600,81.39444659,81.39444658578125,32297381,81.39444658578125
468,44707708,NA,1328,1600,112.6704097,112.670409739375,44707708,112.670409739375
469,24866546,NA,1328,1600,62.66758132,62.6675813178125,24866546,62.6675813178125
470,5779311,NA,1328,1600,14.56476674,14.564766737343751,5779311,14.564766737343751
471,51257500,NA,1328,1600,129.176909,129.176908984375,51257500,129.176908984375
472,23357164,NA,1328,1600,58.86370284,58.86370283687499,23357164,58.86370283687499
473,9322189,NA,1328,1600,23.49337287,23.493372872031248,9322189,23.493372872031248
