Code,Plot,Subplot,idTree,FieldNbr,Forest,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition,CommentField,CommentLab,Genus,Species,spName,Habitat,pref Habitat,FW,SW,DW,Comment_Lab,LSWC,FvFm,LA,gmin,Ptlp,Leaf area,Midrib VLA,2VLA,3VLA,MajVLA
348,5,39,2529,39,Bafog,15,2,13,2,middle,,,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,0.4287,0.4435,0.1584,,1.799873737,869,24.85960754,2.178161114,-1.659755,36.19336172,0.281773915,1.598238379,4.433703186,6.313715479
349,5,49,26218,3,Bafog,35,5,29,3,middle,,,Symphonia,globulifera,Symphonia_globulifera,BF,BF,1.4901,1.5237,0.4639,,2.284544083,871,60.10976889,2.073346706,-1.7216775,83.18848114,0.193164585,2.719539956,2.881294031,5.793998572
350,5,47,26186,40,Bafog,12,2,10,2,middle,,,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,2.1981,2.2627,0.9762,,1.317865192,834,57.11465392,4.783588599,,78.39021009,0.222143128,1.230963992,1.859845159,3.312952279
351,2,5,33274,38,Bafog,14,2,12,2,middle,,,Vouacapoua,americana,Vouacapoua_americana,TF,TF,1.2658,1.3277,0.6458,,1.055899659,792,55.25070603,8.229378227,-1.8575075,82.47211145,0.233824328,0.916345365,3.326017756,4.476187448
352,2,5,840,17,Bafog,23,3,15,3,middle,,,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,1.0413,1.0913,0.4272,,1.554541199,846,94.77194251,4.328074322,-1.3061975,134.13896,0.169056352,1.109645794,1.469868067,2.748570212
353,2,6,10608,24,Bafog,22,2,20,3,middle,,,Vouacapoua,americana,Vouacapoua_americana,TF,TF,0.5416,0.5575,0.2778,,1.006839453,823,54.48971965,7.350989816,-1.6457725,79.42820608,0.20000124,1.078864443,3.103703922,4.382569605
354,2,6,848,10,Bafog,22,2,20,3,middle,,,Virola,michelii,Virola_michelii,TF,Generalist,1.4081,1.4731,0.4888,,2.013707038,806,64.41122954,3.839538572,-1.47998,89.6288522,0.254269531,1.200986896,1.511693816,2.966950243
355,2,14,34450,41,Bafog,15,2,14,2,sup,,,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,1.1302,1.1854,0.3361,,2.52692651,827,137.1656329,14.78894603,-2.07124,201.4815206,0.118798115,0.65083166,1.103201169,1.872830944
356,2,14,10660,23,Bafog,15,3,13,2,middle,,,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,0.9131,0.9222,0.2912,,2.166895604,826,46.62529989,1.486977765,-1.4460225,63.81408765,0.229511137,1.314285793,4.935552332,6.479349262
357,2,15,33463,36,Bafog,13,3,12,3,middle,,,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,0.7621,0.7864,0.2406,,2.268495428,760,64.7434693,4.629286856,-1.9414025,93.75094289,0.184129324,1.022174147,1.407593224,2.613896694
358,2,6,852,15,Bafog,26,5,21,3,sup,,,Vouacapoua,americana,Vouacapoua_americana,TF,TF,0.9214,0.9452,0.4238,,1.23029731,829,46.12973385,2.310426184,-1.7416525,63.5034269,0.241710559,1.227922375,2.803663856,4.27329679
359,2,4,820,9,Bafog,14,3,14,3,middle,,,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,1.3046,1.3776,0.5683,,1.424071793,807,116.1504733,4.959834581,-1.6657475,168.5395647,0.135829943,0.667737347,1.586706237,2.390273527
360,2,2,783,10,Bafog,15,2,13,2,middle,,,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,1.2942,1.3527,0.6192,,1.184593023,836,52.72453669,4.425596528,-1.5538875,50.38020544,0.219681565,1.129084398,1.533843421,2.882609383
361,2,3,3826,9,Bafog,29,5,21,3,middle,,,Virola,michelii,Virola_michelii,TF,Generalist,0.453,0.4938,0.1909,,1.586694605,782,19.99188038,5.771722745,-1.63179,28.98327846,0.366728717,2.086971149,3.218562521,5.672262387
362,2,3,33255,48,Bafog,14,2,12,2,sup,,,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,0.8409,0.8388,0.3435,,1.441921397,767,37.65280776,1.950403391,-1.6377825,51.08592675,0.281405061,1.76611,3.561899533,5.609414594
363,2,3,246162,66,Bafog,11,2,11,2,sup,,,Casearia,javitensis,Casearia_javitensis,TF,TF,0.8627,0.9039,0.4589,,0.969710177,822,50.15321623,3.121399452,,50.20010751,0.280003065,1.296888993,2.794152335,4.371044392
363,2,3,246162,66,Bafog,11,2,11,2,sup,,,Casearia,javitensis,Casearia_javitensis,TF,TF,0.8627,0.9039,0.4589,,0.969710177,822,50.15321623,3.121399452,-1.8015775,50.20010751,0.280003065,1.296888993,2.794152335,4.371044392
364,2,10,925,24,Bafog,32,5,25,3,middle,,,Vouacapoua,americana,Vouacapoua_americana,TF,TF,0.3432,0.3551,0.1678,,1.116209774,789,25.83458039,3.856252431,-1.8455225,33.93255768,0.398865104,1.631975484,4.025802973,6.05664356
365,2,10,908,1,Bafog,12,2,12,2,sup,,,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,2.0405,2.1031,0.863,,1.436964079,767,55.91051318,5.672452084,-1.3301675,56.53714751,0.223802612,1.059815858,2.535185649,3.81880412
366,2,1,33221,45,Bafog,14,2,12,2,middle,,,Vouacapoua,americana,Vouacapoua_americana,TF,TF,1.2492,1.3229,0.5701,,1.320470093,812,36.88133501,5.049017067,-1.827545,49.99065565,0.315693744,1.474438148,3.457959596,5.248091488
367,2,10,911,5,Bafog,28,4,23,2,inf,,,Virola,michelii,Virola_michelii,TF,Generalist,0.9731,0.9908,0.3496,,1.83409611,821,30.86546498,9.474659309,-1.5179325,44.73483119,0.322182576,1.759442403,2.077953208,4.159578187
368,2,10,10635,29,Bafog,18,2,16,4,sup,,,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalist,2.0075,2.2079,0.8918,,1.475779323,821,84.58882528,3.545981503,-1.963375,81.84189529,0.222022835,1.257130312,1.637612467,3.116765613
369,2,18,33521,46,Bafog,13,2,11,2,inf,,,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,1.2066,1.2069,0.364,,2.315659341,828,60.55743937,12.44577816,-1.7376575,87.60517843,0.236969165,0.986599948,1.64966757,2.873236683
370,2,18,33527,52,Bafog,10,3,9,4,middle,,,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,1.3378,1.344,0.426,,2.154929577,696,44.96789141,8.869065688,-1.93541,61.20640087,0.231972616,1.026717337,1.01788989,2.276579843
371,2,19,1074,23,Bafog,28,3,25,2,inf,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.3987,0.3996,0.1277,,2.129209084,865,22.96802866,8.454174494,,33.07279809,0.309019234,1.19722352,3.436646075,4.942888829
371,2,19,1074,23,Bafog,28,3,25,2,inf,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.3987,0.3996,0.1277,,2.129209084,865,22.96802866,8.454174494,-1.3621275,33.07279809,0.309019234,1.19722352,3.436646075,4.942888829
372,2,19,1073,22,Bafog,24,2,21,3,middle,,,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,1.4108,1.4257,0.5732,,1.48726448,821,51.23682797,2.784142712,-1.420055,48.51996344,0.253777354,1.2641801,1.097621761,2.615579215
373,2,20,1082,9,Bafog,24,3,20,4,inf,,,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,1.6521,1.6932,0.7603,,1.227015652,860,88.17487657,3.405640607,-1.7536375,85.60643035,0.170420433,0.936184926,2.066515529,3.173120887
374,2,27,33661,49,Bafog,18,2,17,3,inf,,,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalist,3.3445,3.4671,1.3737,,1.523913518,841,217.4212497,20.46398219,-1.87149,215.592584,0.130181678,0.791094495,1.45162908,2.372905254
375,2,19,1061,9,Bafog,23,3,20,2,inf,,,Virola,michelii,Virola_michelii,TF,Generalist,0.5782,0.6048,0.2617,,1.311043179,770,34.52743347,10.45962131,-1.587845,46.13360754,0.304986994,1.793729948,1.973021837,4.071738778
376,2,28,33692,51,Bafog,14,5,12,4,inf,,,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalist,4.5714,4.8469,2.1993,,1.203837585,865,62.13089388,11.11039475,-2.0532625,59.42149784,0.232481313,1.450580134,1.572698593,3.25576004
377,2,44,10873,37,Bafog,12,1,11,2,middle,,,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,2.9889,3.1848,1.1677,herbivory,1.727412863,870,125.7062708,18.40606741,-1.44802,127.3530039,0.135468397,0.817277866,1.273336601,2.226082863
378,2,36,10818,24,Bafog,32,5,22,4,inf,,,Virola,michelii,Virola_michelii,TF,Generalist,0.5125,0.5325,0.2255,,1.361419069,892,40.46100527,2.155309388,-1.7376575,59.64867433,0.29200626,1.766809185,1.519332569,3.578148014
379,2,37,33880,50,Bafog,14,2,13,3,sup,,,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,1.6502,1.7643,0.5658,,2.118239661,796,88.26302408,2.246312593,-2.011315,123.5456612,0.174832533,0.764473066,2.071606403,3.010912002
380,2,52,34229,44,Bafog,11,2,10,2,middle,,,Casearia,javitensis,Casearia_javitensis,TF,TF,0.9838,1.0194,0.523,,0.949139579,847,84.7662972,3.704104618,-1.899455,82.2382138,0.240663617,1.046330375,2.178826439,3.465820432
381,2,43,34016,33,Bafog,12,2,10,2,middle,,,Vouacapoua,americana,Vouacapoua_americana,TF,TF,0.2978,0.315,0.1595,,0.97492163,823,41.23537116,1.842645611,-1.8575075,56.18610439,0.30095691,1.332215046,3.481167559,5.114339515
382,2,51,1681,22,Bafog,25,2,22,2,middle,,,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,0.8807,0.9005,0.4861,,0.852499486,843,46.74071801,2.685967441,-1.9973325,46.55817805,0.280405325,1.361606367,1.545130706,3.187142399
383,2,57,1787,4,Bafog,19,4,16,3,inf,,,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalist,3.4954,3.7201,1.4676,,1.534818752,875,205.0050067,2.32298486,,203.8269915,0.127798452,0.823649533,1.431375461,2.382823446
383,2,57,1787,4,Bafog,19,4,16,3,inf,,,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalist,3.4954,3.7201,1.4676,,1.534818752,875,205.0050067,2.32298486,-2.05526,203.8269915,0.127798452,0.823649533,1.431375461,2.382823446
384,5,16,25140,1,Bafog,38,5,16,3,inf,,,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,0.3481,0.3453,0.1506,,1.292828685,829,19.96486682,3.342246696,-1.5938375,29.02391776,0.353582951,1.332077279,3.134717341,4.82037757
385,5,15,25118,23,Bafog,25,4,21,4,middle,,,Laetia,procera,Laetia_procera,BF,BF,1.738,1.78,0.6901,,1.579336328,795,50.02755871,3.451607037,-1.84752,68.54041955,0.260598705,1.478485248,7.205742369,8.944826323
386,5,6,24822,23,Bafog,35,4,25,5,inf,,,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,0.2992,0.2959,0.1379,,1.145757796,809,13.26012217,6.714687965,-1.71968,19.24553226,0.463357328,1.73506057,4.632402306,6.830820205
387,5,4,24775,48,Bafog,13,2,11,2,middle,,,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,1.3441,1.346,0.434,,2.101382488,803,52.13104997,4.620925549,-1.683725,71.29594098,0.23874763,1.240589848,2.679350315,4.158687793
388,5,4,373422,71,Bafog,12,2,11,2,middle,,,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,1.3385,1.335,0.3484,,2.831802526,822,99.90859051,1.16711322,-1.83953,144.8482797,0.174221918,0.729268798,2.529045452,3.432536167
389,5,5,24790,12,Bafog,30,5,28,4,middle,,,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,1.11,1.1645,0.4325,,1.692485549,814,36.28706452,8.868189055,-1.4340375,49.10073759,0.206232062,1.009117796,1.916113344,3.131463203
390,5,7,24845,30,Bafog,13,2,13,2,sup,,,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,4.5771,4.5989,1.9846,,1.317293157,823,170.9277831,5.66650566,,247.399843,0.098646357,0.523681357,1.507007602,2.129335315
390,5,7,24845,30,Bafog,13,2,13,2,sup,,,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,4.5771,4.5989,1.9846,,1.317293157,823,170.9277831,5.66650566,,247.399843,0.098646357,0.523681357,1.507007602,2.129335315
390,5,7,24845,30,Bafog,13,2,13,2,sup,,,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,4.5771,4.5989,1.9846,,1.317293157,823,170.9277831,5.66650566,-1.627795,247.399843,0.098646357,0.523681357,1.507007602,2.129335315
391,5,7,24842,21,Bafog,30,5,25,2,inf,,,Symphonia,globulifera,Symphonia_globulifera,BF,BF,1.1218,1.1302,0.366,,2.087978142,829,22.14053536,4.661672255,-1.651765,28.0810852,0.389103179,3.527552197,3.023608568,6.940263944
392,5,17,25187,28,Bafog,26,4,25,2,inf,,,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,0.5969,0.6479,0.2239,,1.893702546,816,51.62764876,10.33767748,-1.4220525,74.87666268,0.158116541,0.941162108,1.800390974,2.899669623
393,5,19,25264,34,Bafog,21,3,20,3,middle,,,Virola,michelii,Virola_michelii,BF,Generalist,3.592,3.8345,1.3439,,1.853262892,789,70.42873263,2.253107102,-1.464,100.5061579,0.197764236,1.362489334,3.17967363,4.739927199
394,5,26,25514,29,Bafog,28,5,28,4,sup,,,Laetia,procera,Laetia_procera,BF,BF,1.681,1.7948,0.7042,,1.548707753,804,68.07351305,6.275893323,,98.62923228,0.207587344,1.186949469,3.422213175,4.816749988
394,5,26,25514,29,Bafog,28,5,28,4,sup,,,Laetia,procera,Laetia_procera,BF,BF,1.681,1.7948,0.7042,,1.548707753,804,68.07351305,6.275893323,-1.8734875,98.62923228,0.207587344,1.186949469,3.422213175,4.816749988
395,5,26,25526,53,Bafog,13,4,11,4,middle,,,Chrysophyllum,prieurii,Chrysophyllum_prieurii,BF,Generalist,1.7315,1.873,0.7649,,1.448686103,796,102.1116683,11.34268931,-2.0332875,99.40144056,0.199608419,1.266881347,2.240904428,3.707394195
396,5,26,25510,20,Bafog,24,4,21,3,inf,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,BF,Generalist,0.7253,0.7419,0.2681,,1.767251026,757,11.68685415,13.11773195,-1.3821025,16.8408536,0.385549181,1.498321493,3.1437898,5.027660474
397,5,9,24905,33,Bafog,27,3,23,3,sup,,,Virola,michelii,Virola_michelii,BF,Generalist,0.7947,0.8475,0.3096,,1.737403101,768,55.31546397,7.240061659,-1.5538875,76.63525179,0.224427764,1.508579686,4.456324816,6.189332266
398,5,36,373525,76,Bafog,14,2,12,2,inf,,,Virola,michelii,Virola_michelii,BF,Generalist,1.0377,1.1142,0.4488,,1.482620321,774,37.71796388,7.128748417,-1.467995,55.006672,0.259220156,1.635821795,3.808289078,5.703331028
399,5,36,25823,4,Bafog,35,5,28,2,inf,,,Virola,surinamensis,Virola_surinamensis,BF,BF,1.3976,1.4355,0.5053,,1.840886602,798,46.8245006,4.715198886,-1.5938375,64.06093602,0.253669008,1.65326878,4.604033986,6.510971774
400,5,19,25255,22,Bafog,24,4,18,4,inf,,,Symphonia,globulifera,Symphonia_globulifera,BF,BF,0.5871,0.601,0.197,,2.050761421,762,27.28652305,4.158442664,-1.5658725,35.74025306,0.326805659,2.909612959,3.040165788,6.276584406
401,5,47,26169,8,Bafog,24,3,20,2,inf,,,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,2.0411,2.1616,0.7236,,1.987285793,798,215.1018727,3.446250776,-1.483975,168.4257716,0.1216659,0.697005905,1.258084827,2.076756633
402,5,18,25232,49,Bafog,18,2,17,2,sup,,,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,1.0281,1.0823,0.4299,,1.517562224,796,104.8529682,2.327593394,-1.563875,147.9894263,0.161481568,0.836139604,2.06690067,3.064521842
403,5,46,26147,21,Bafog,24,3,20,2,inf,,,Virola,michelii,Virola_michelii,BF,Generalist,1.2627,1.2985,0.4329,,1.999538,873,72.77135647,4.623360611,-1.55988,102.7161765,0.180481825,1.416143871,3.167667102,4.764292798
404,5,46,26148,28,Bafog,22,3,18,3,sup,,,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,0.4482,0.4578,0.1995,,1.294736842,826,31.31137135,6.406883784,-1.603825,45.73870136,0.327660152,1.155207948,2.660792493,4.143660593
405,5,45,26127,44,Bafog,8,2,6,2,inf,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,BF,Generalist,0.5329,0.5344,0.1763,,2.031196824,831,18.09057622,6.656670823,-1.31219,22.52002516,0.381473832,1.377481504,2.573770166,4.332725503
406,5,35,25790,7,Bafog,32,5,27,4,middle,lianes,,Laetia,procera,Laetia_procera,BF,BF,1.1306,1.1554,0.4453,,1.594655289,812,68.06906749,1.715534888,-1.67973,98.47425859,0.22181921,1.172247067,6.252595991,7.646662268
407,5,45,26107,10,Bafog,22,4,20,4,middle,,,Laetia,procera,Laetia_procera,BF,BF,4.2402,4.3024,1.5299,,1.812209948,833,79.64801611,11.63632402,-1.5698675,110.5320118,0.156562302,0.757366246,3.952235943,4.866164491
408,5,78,27157,12,Bafog,26,4,22,2,inf,,,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,0.2113,0.2046,0.0901,,1.270810211,830,18.34612762,4.961254472,-1.6218025,26.64292799,0.388784973,1.677600504,4.645336668,6.711722145
409,5,78,27154,3,Bafog,22,4,16,4,middle,,,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,0.8052,0.8268,0.3255,,1.540092166,849,28.89013123,3.229642923,-1.619805,38.24853286,0.264411924,1.963688336,2.57944626,4.80754652
410,5,88,27466,22,Bafog,28,3,26,2,inf,,,Virola,surinamensis,Virola_surinamensis,BF,BF,3.6766,3.7325,1.2126,,2.078096652,771,161.4257659,2.421960308,-1.452015,147.2292744,0.209321642,1.456226387,3.781986129,5.447534158
411,5,78,27164,34,Bafog,20,2,16,2,inf,,,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,0.3295,0.3176,0.1194,,1.659966499,857,23.16267041,3.141546438,-1.6737375,29.83417598,0.32257025,2.082025989,4.014013611,6.418609849
412,5,88,27459,7,Bafog,32,3,28,4,middle,ficelle + sac,,Virola,surinamensis,Virola_surinamensis,BF,BF,1.6309,1.6564,0.6985,,1.371367215,808,48.13407712,4.282368038,-1.63978,69.4887669,0.28241458,1.66331185,5.719920338,7.665646768
413,5,98,373740,43,Bafog,27,4,20,4,middle,,,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,0.2661,0.2698,0.1217,,1.216926869,789,14.81160596,4.605319268,-1.8635,17.6913981,0.51006485,1.713406638,5.65227457,7.875746058
414,5,98,27776,36,Bafog,9,2,9,2,sup,,,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,1.3423,1.3607,0.5431,,1.505431781,814,78.54450017,4.847343788,-1.460005,115.9619956,0.151520135,0.908997894,1.226031079,2.286549109
415,5,97,27754,36,Bafog,10,3,10,3,sup,,,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,1.939,2.0055,0.7424,,1.701373922,525,56.121856,2.669502418,-1.4979575,77.35518459,0.213180474,1.145625301,2.022022587,3.380828362
416,5,41,25976,16,Bafog,21,2,19,2,sup,TMS ; doute bota,,Casearia,javitensis,Casearia_javitensis,TF,TF,1.4162,1.5712,0.4382,,2.585577362,851,79.52941251,15.17943884,-1.428045,79.42835551,0.245783237,1.20985184,2.124750923,3.580386
417,5,32,25699,21,Bafog,22,2,18,2,inf,,,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,1.1195,1.1305,0.4441,,1.545597838,895,71.05980244,2.251529163,-1.4300425,98.91117957,0.187936081,1.042784775,3.605284656,4.836005512
418,5,21,25328,8,Bafog,26,4,19,3,middle,,,Protium,stevensonii,Protium_stevensonii,TF,Generalist,0.6751,0.6817,0.2985,,1.283752094,826,67.98458177,4.437445456,-1.8335375,98.71107243,0.189267881,1.050798639,1.528661669,2.76872819
419,5,22,25386,58,Bafog,16,2,13,2,inf,,,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,0.9251,0.938,0.4223,,1.221169785,860,30.51612596,4.140286387,-1.420055,40.35585942,0.285543158,1.500805606,6.248755208,8.035103971
420,5,23,25395,11,Bafog,21,4,19,4,middle,,,Protium,stevensonii,Protium_stevensonii,TF,Generalist,1.2991,1.3264,0.6352,,1.088161209,808,55.48839709,7.880405807,-1.9613775,80.74221021,0.213950302,1.141497508,2.117981165,3.473428975
421,5,23,25405,28,Bafog,24,3,22,2,middle,,,Protium,stevensonii,Protium_stevensonii,TF,Generalist,0.6131,0.6185,0.3081,,1.007465109,799,22.5176213,16.49937775,-1.9094425,28.78718806,0.317063964,1.588802862,3.317761145,5.223627971
422,5,52,26307,21,Bafog,24,3,17,2,inf,,,Protium,stevensonii,Protium_stevensonii,TF,Generalist,0.7886,0.7994,0.4503,,0.775260937,869,34.21394367,10.05444314,-2.1211775,49.51111626,0.277865838,1.382691307,1.75277888,3.413336025
423,5,63,26670,55,Bafog,8,2,8,2,sup,,,Casearia,javitensis,Casearia_javitensis,TF,TF,2.6839,2.8454,1.4373,,0.97968413,890,125.0369273,6.883587152,,122.5874766,0.195941131,0.856518585,2.688865617,3.741325334
423,5,63,26670,55,Bafog,8,2,8,2,sup,,,Casearia,javitensis,Casearia_javitensis,TF,TF,2.6839,2.8454,1.4373,,0.97968413,890,125.0369273,6.883587152,,122.5874766,0.195941131,0.856518585,2.688865617,3.741325334
423,5,63,26670,55,Bafog,8,2,8,2,sup,,,Casearia,javitensis,Casearia_javitensis,TF,TF,2.6839,2.8454,1.4373,,0.97968413,890,125.0369273,6.883587152,,122.5874766,0.195941131,0.856518585,2.688865617,3.741325334
424,5,74,27038,42,Bafog,7,3,7,3,sup,,,Casearia,javitensis,Casearia_javitensis,TF,TF,1.0789,1.1111,0.5263,,1.111153335,846,75.50832681,3.326866291,-1.5698675,75.5562942,0.220371861,1.087348576,3.031253577,4.338974013
425,5,64,26707,42,Bafog,26,3,24,4,middle,doute bota,,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalist,0.3664,0.3893,0.1738,,1.239930955,711,41.67430425,2.414027188,,38.97061258,0.340059969,1.845007992,2.971460455,5.156528416
426,5,84,27354,69,Bafog,18,3,17,3,middle,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.2963,0.3018,0.0763,,2.955439056,843,22.38725109,7.847650245,-1.2023275,32.53429348,0.317224515,1.16532243,3.165816234,4.648363179
427,5,61,26575,16,Bafog,16,2,16,2,sup,,,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,1.1927,1.2168,0.5351,,1.273967483,823,36.45267155,4.227523583,-2.163125,52.85686604,0.23362938,1.8208469,1.507810436,3.562286717
428,5,81,27215,10,Bafog,13,3,13,3,sup,,,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,2.2687,2.3749,0.9506,,1.498316853,839,55.73217684,4.836485548,-1.8734875,77.00669955,0.162424036,1.083951827,3.012587482,4.258963344
429,5,81,27233,39,Bafog,15,4,15,4,sup,,,Casearia,javitensis,Casearia_javitensis,TF,TF,0.3832,0.4099,0.2094,,0.957497612,815,31.33166365,14.6851911,-2.147145,31.20755855,0.430078554,2.225005454,4.381417208,7.036501216
430,5,93,27624,13,Bafog,24,3,20,3,sup,,,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalist,1.0199,1.019,0.4701,,1.16762391,805,36.43595787,31.93831993,,41.53073008,0.266516103,20.77977775,,
431,5,93,27632,21,Bafog,18,2,15,2,inf,,,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,2.1823,2.1906,0.627,,2.493779904,810,75.50478851,1.522647496,-1.8495175,109.2157798,0.18117452,0.794202436,0.862888841,1.838265797
432,5,66,26771,15,Bafog,24,2,18,3,inf,,,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,2.3746,2.3163,1.0183,,1.274673475,819,107.5344296,3.807095695,,152.5965182,0.152378172,0.665215651,1.989764282,2.807358106
432,5,66,26771,15,Bafog,24,2,18,3,inf,,,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,2.3746,2.3163,1.0183,,1.274673475,819,107.5344296,3.807095695,-2.035285,152.5965182,0.152378172,0.665215651,1.989764282,2.807358106
433,5,47,26174,16,Bafog,34,5,34,5,sup,fruits,,Laetia,procera,Laetia_procera,BF,BF,0.8495,0.8868,0.3612,,1.455149502,809,33.66396997,7.704983412,,48.12299269,0.288781002,1.51917013,5.314106723,7.122057854
433,5,47,26174,16,Bafog,34,5,34,5,sup,fruits,,Laetia,procera,Laetia_procera,BF,BF,0.8495,0.8868,0.3612,,1.455149502,809,33.66396997,7.704983412,,48.12299269,0.288781002,1.51917013,5.314106723,7.122057854
433,5,47,26174,16,Bafog,34,5,34,5,sup,fruits,,Laetia,procera,Laetia_procera,BF,BF,0.8495,0.8868,0.3612,,1.455149502,809,33.66396997,7.704983412,-2.011315,48.12299269,0.288781002,1.51917013,5.314106723,7.122057854
434,5,37,25856,1,Bafog,39,5,30,4,inf,,,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,0.1589,0.1602,0.0761,,1.105124836,730,18.24687379,3.596217823,-1.683725,22.9236672,0.377989173,1.501965148,3.840947154,5.720901475
435,5,49,26217,2,Bafog,35,5,30,4,middle,,,Virola,surinamensis,Virola_surinamensis,BF,BF,1.0644,1.0811,0.4119,,1.624666181,795,27.02563143,12.28746804,-1.7056975,39.42359001,0.384780921,2.14990772,6.158203846,8.692892488
436,5,38,25880,2,Bafog,36,5,30,4,inf,,,Virola,surinamensis,Virola_surinamensis,BF,BF,2.0222,2.0158,0.8116,,1.48373583,723,27.90090438,28.47006065,-1.6297925,36.40058046,0.412435701,2.402561946,7.372556919,10.18755457
437,5,38,25888,10,Bafog,28,3,24,3,middle,,,Virola,surinamensis,Virola_surinamensis,BF,BF,0.9168,0.9396,0.2957,,2.177544809,816,45.21254062,3.294477974,-1.5938375,65.96707078,0.303000117,1.889590638,6.155184145,8.3477749
438,5,60,26559,28,Bafog,14,2,14,2,sup,,,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,0.3112,0.3127,0.1305,,1.396168582,815,27.22404585,2.545827916,-1.595835,39.52671923,0.274239145,1.305985681,3.546351239,5.126576064
439,5,70,26915,52,Bafog,17,3,15,2,middle,,,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,0.1462,0.1548,0.0725,,1.135172414,831,19.93298433,3.035404191,-1.5259225,28.86205379,0.289214507,1.289180356,5.256296966,6.834691829
440,5,90,373713,42,Bafog,13,1,13,2,sup,,,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,1.3661,1.3495,0.527,,1.560721063,820,113.5550325,1.692948044,-1.5099425,161.1639721,0.141678414,0.793088736,2.673551085,3.608318234
441,5,69,26866,29,Bafog,24,4,24,4,sup,,,Laetia,procera,Laetia_procera,BF,BF,2.9641,3.0557,1.1844,,1.579956096,839,69.9504347,5.00067123,-1.6377825,100.9402584,0.149291407,0.889467788,3.91016983,4.948929024
442,5,99,27788,14,Bafog,23,3,23,3,sup,,,Protium,stevensonii,Protium_stevensonii,BF,Generalist,1.1537,1.1515,0.5364,,1.146718867,842,41.26326929,2.597978075,-1.9334125,56.1137976,0.214653773,1.186153199,1.994183849,3.39499082
